record_id,user_id,food_id,recipe_id,restaurant_id,mood,emotion,weather,season,disease_context,calorie_target,recommended_at,score,reason,status
rec_0000136,user_00151,food_000010,,restaurant_00190,Sweet,mellow,Humid,Eid,Asthma,2542.0,2026-07-27T05:15:57.938824+00:00,0.779,Pick church travel someone exist participant candidate effort arrive choose worker song better sell.,bookmarked
rec_0000137,user_00117,food_000102,,restaurant_00131,Romantic,determined,Stormy,New Year,Asthma,1876.0,2026-07-27T05:15:57.938842+00:00,0.491,Budget production career food outside key exactly speak.,skipped
rec_0000138,user_00162,food_000460,recipe_000054,,Calm,confident,Cool,Autumn,,1712.0,2026-07-27T05:15:57.938860+00:00,0.502,Energy high Congress whose factor visit simple near ahead work simply cut end modern it step.,recommended
rec_0000139,user_00065,food_000012,recipe_000138,,Motivated,hopeful,Rainy,New Year,,1491.0,2026-07-27T05:15:57.938876+00:00,0.524,Trip hit wrong officer these mother treatment another dark image represent way brother trial but.,served
rec_0000140,user_00103,food_000025,,restaurant_00084,Romantic,satisfied,Sunny,Ramadan,,2148.0,2026-07-27T05:15:57.938893+00:00,0.954,Control establish accept finally seek week anything chair hair southern performance recently anyone.,bookmarked
rec_0000141,user_00137,food_000440,recipe_000151,restaurant_00069,Energized,content,Snowy,Monsoon,,2012.0,2026-07-27T05:15:57.938910+00:00,0.953,Way indeed consider none case long want suggest trouble debate you nor enjoy next successful poor.,recommended
rec_0000142,user_00079,food_000037,,restaurant_00096,Comforting,mellow,Cloudy,Monsoon,,2445.0,2026-07-27T05:15:57.938927+00:00,0.853,Support someone first sport body apply positive defense right power produce point.,served
rec_0000143,user_00125,food_000395,recipe_000151,,Calm,satisfied,Cold,Winter,,1857.0,2026-07-27T05:15:57.938943+00:00,0.803,Whether huge small around heavy girl particular nearly hair plan choose stock blood type interesting.,bookmarked
rec_0000144,user_00157,food_000493,,restaurant_00018,Savory,focused,Monsoon,Autumn,,2418.0,2026-07-27T05:15:57.938960+00:00,0.892,Mr become east collection center writer key page visit trip contain food within.,bookmarked
rec_0000145,user_00092,food_000255,recipe_000101,,Calm,hopeful,Heatwave,Citrus Season,,1968.0,2026-07-27T05:15:57.938976+00:00,0.583,Seek eye program involve scene partner seem especially.,served
rec_0000146,user_00111,food_000062,recipe_000035,restaurant_00020,Spicy,curious,Cold,Thanksgiving,,1669.0,2026-07-27T05:15:57.938993+00:00,0.306,Whatever because him upon site beautiful war agreement.,served
rec_0000147,user_00118,food_000224,recipe_000081,,Adventurous,melancholic,Warm,Berry Season,,2189.0,2026-07-27T05:15:57.939009+00:00,0.646,Real political community remain score seek it food school.,bookmarked
rec_0000148,user_00171,food_000334,recipe_000115,,Relaxed,adventurous,Dry,Harvest,,2265.0,2026-07-27T05:15:57.939025+00:00,0.317,Hotel wide marriage turn him provide sister value upon very single.,served
rec_0000149,user_00191,food_000392,recipe_000028,,Nostalgic,energetic,Thunderstorm,Autumn,,1843.0,2026-07-27T05:15:57.939047+00:00,0.714,Face audience never husband year success turn cost include speak possible read challenge ok machine.,recommended
rec_0000150,user_00132,food_000269,recipe_000026,restaurant_00054,Energized,content,Misty,Autumn,,1897.0,2026-07-27T05:15:57.939075+00:00,0.683,Represent mind exist lot federal center close smile spend movement arm meet.,served
rec_0000151,user_00105,food_000496,recipe_000182,restaurant_00091,Relaxed,grateful,Cold,Thanksgiving,,1493.0,2026-07-27T05:15:57.939096+00:00,0.985,Off wide perform report white bag order page remain grow thus.,served
rec_0000152,user_00170,food_000303,,restaurant_00195,Spicy,lonely,Humid,Christmas,,2473.0,2026-07-27T05:15:57.939112+00:00,0.324,Western mouth number degree teach simply indeed general.,recommended
rec_0000153,user_00040,food_000366,recipe_000001,restaurant_00142,Romantic,curious,Cool,Back to School,PCOS,2338.0,2026-07-27T05:15:57.939129+00:00,0.445,Energy fire hope position view address hospital future deep call window property.,recommended
rec_0000154,user_00073,food_000010,recipe_000058,restaurant_00183,Comfort,lonely,Stormy,Spring,,2308.0,2026-07-27T05:15:57.939147+00:00,0.957,Arrive author accept law admit all society whose follow will listen consumer friend if.,bookmarked
rec_0000155,user_00027,food_000329,,restaurant_00156,Spicy,bored,Thunderstorm,Back to School,,1932.0,2026-07-27T05:15:57.939166+00:00,0.567,Line model sometimes police itself also work.,bookmarked
rec_0000156,user_00145,food_000019,recipe_000098,restaurant_00186,Cozy,serene,Cold,Summer,,2091.0,2026-07-27T05:15:57.939183+00:00,0.826,Guy draw view create audience trade clear scene.,served
rec_0000157,user_00022,food_000218,,,Comforting,curious,Festive,Eid,,1824.0,2026-07-27T05:15:57.939199+00:00,0.988,Political realize energy capital represent large old majority it artist wall seven unit dark specific property.,skipped
rec_0000158,user_00193,food_000046,recipe_000161,restaurant_00054,Sweet,anxious,Sunny,Spring,Arthritis,2108.0,2026-07-27T05:15:57.939217+00:00,0.596,Technology owner improve opportunity support statement benefit bit responsibility wife help center.,skipped
rec_0000159,user_00062,food_000395,recipe_000123,,Calm,joyful,Dry,Autumn,,2541.0,2026-07-27T05:15:57.939234+00:00,0.632,Tax data memory group message market feel way.,skipped
rec_0000160,user_00107,food_000056,,restaurant_00173,Adventurous,joyful,Windy,Monsoon,,1517.0,2026-07-27T05:15:57.939250+00:00,0.396,Economy total air memory may share nice the.,bookmarked
rec_0000161,user_00075,food_000173,,restaurant_00088,Nostalgic,inspired,Rainy,Summer Vacation,,1474.0,2026-07-27T05:15:57.939266+00:00,0.759,Center stay fact leader fall plan tax move natural sit possible power director.,skipped
rec_0000162,user_00146,food_000434,recipe_000162,,Peaceful,grateful,Monsoon,Monsoon,,1599.0,2026-07-27T05:15:57.939283+00:00,0.57,Green shake clearly arm rule evening mind fire expect account.,served
rec_0000163,user_00052,food_000409,recipe_000073,,Calm,energetic,Rainy,Winter,Hypertension,1996.0,2026-07-27T05:15:57.939298+00:00,0.454,Reach consumer level force gas though make theory.,skipped
rec_0000164,user_00158,food_000158,recipe_000058,restaurant_00126,Festive,calm,Breezy,Warm Weather,,2245.0,2026-07-27T05:15:57.939314+00:00,0.517,Chance traditional board truth among behavior catch detail.,bookmarked
rec_0000165,user_00106,food_000387,,restaurant_00128,Social,stressed,Windy,Summer Vacation,,2173.0,2026-07-27T05:15:57.939330+00:00,0.408,Mission million station plant thank full carry anyone on box four treat.,bookmarked
rec_0000166,user_00040,food_000232,recipe_000162,,Comfort,hopeful,Snowy,New Year,PCOS,1987.0,2026-07-27T05:15:57.939347+00:00,0.327,Audience forward face could draw major cold offer.,recommended
rec_0000167,user_00191,food_000240,recipe_000027,,Relaxed,curious,Cold,Summer Vacation,,1489.0,2026-07-27T05:15:57.939362+00:00,0.87,Science measure together little opportunity school right medical already.,served
rec_0000168,user_00133,food_000436,recipe_000198,restaurant_00004,Cheerful,excited,Thunderstorm,Christmas,,2510.0,2026-07-27T05:15:57.939378+00:00,0.853,Matter already stage consumer window ask college.,skipped
rec_0000169,user_00056,food_000297,,restaurant_00076,Festive,optimistic,Festive,Spring,,2181.0,2026-07-27T05:15:57.939397+00:00,0.852,Edge floor our save strong fire just lose chance.,recommended
rec_0000170,user_00022,food_000168,,,Cheerful,satisfied,Seasonal,Diwali,,1718.0,2026-07-27T05:15:57.939416+00:00,0.31,Available spend production board eight medical general seem computer soon million push.,skipped
rec_0000171,user_00067,food_000356,recipe_000065,restaurant_00101,Social,relieved,Cloudy,New Year,,1880.0,2026-07-27T05:15:57.939435+00:00,0.619,Political draw media prevent could wide administration position magazine TV chance leave.,bookmarked
rec_0000172,user_00094,food_000022,,,Romantic,lonely,Rainy,Monsoon,,2179.0,2026-07-27T05:15:57.939452+00:00,0.736,Another meet forward suddenly coach her street avoid story five down report turn bank network.,served
rec_0000173,user_00068,food_000404,,restaurant_00172,Sweet,confident,Sunny,Christmas,Obesity,2330.0,2026-07-27T05:15:57.939470+00:00,0.942,Ask first magazine guess seven try everybody performance consider watch heart within.,served
rec_0000174,user_00129,food_000291,recipe_000032,restaurant_00149,Savory,anxious,Warm,Christmas,,1692.0,2026-07-27T05:15:57.939488+00:00,0.913,Tell camera evidence population produce serve thought above energy guy head.,recommended
rec_0000175,user_00105,food_000287,recipe_000199,,Relaxed,melancholic,Stormy,Valentine,Hypertension,1805.0,2026-07-27T05:15:57.939505+00:00,0.821,Firm safe movie modern side approach method music.,served
rec_0000176,user_00029,food_000484,recipe_000144,restaurant_00080,Comfort,relaxed,Cloudy,New Year,Lactose Intolerance,1637.0,2026-07-27T05:15:57.939522+00:00,0.607,Protect former crime theory our because open themselves.,served
rec_0000177,user_00080,food_000160,recipe_000129,,Comfort,inspired,Foggy,Spring,,2191.0,2026-07-27T05:15:57.939553+00:00,0.613,Off work three sound now eat within probably research.,bookmarked
rec_0000178,user_00170,food_000419,recipe_000135,,Comfort,bored,Windy,Valentine,,2124.0,2026-07-27T05:15:57.939569+00:00,0.826,Career down weight movie suffer thus short budget future agree get then consider its.,recommended
rec_0000179,user_00070,food_000162,recipe_000196,,Cheerful,curious,Monsoon,Berry Season,,1511.0,2026-07-27T05:15:57.939585+00:00,0.614,Break not home effort Republican generation defense necessary.,bookmarked
rec_0000180,user_00007,food_000114,,restaurant_00116,Festive,content,Festive,Citrus Season,,2475.0,2026-07-27T05:15:57.939601+00:00,0.61,Board foot finish any nation break statement.,skipped
rec_0000181,user_00064,food_000312,,,Savory,adventurous,Cloudy,Festive,,2228.0,2026-07-27T05:15:57.939616+00:00,0.965,Easy lot training main particularly agent prepare whose edge bank.,served
rec_0000182,user_00002,food_000427,,,Cozy,energetic,Breezy,Eid,,1533.0,2026-07-27T05:15:57.939632+00:00,0.785,Plan stay these professional sure imagine where show nature scientist station nearly election affect.,served
rec_0000183,user_00090,food_000251,recipe_000102,,Energized,excited,Sunny,Cold Weather,,2080.0,2026-07-27T05:15:57.939648+00:00,0.504,Know into nothing time here dark summer begin he.,served
rec_0000184,user_00043,food_000165,,,Nostalgic,joyful,Rainy,Valentine,,2467.0,2026-07-27T05:15:57.939664+00:00,0.576,Happen black conference bed fear conference administration ten night television whatever during south agreement.,bookmarked
rec_0000185,user_00144,food_000194,recipe_000163,restaurant_00133,Sweet,content,Heatwave,Valentine,,2357.0,2026-07-27T05:15:57.939681+00:00,0.308,Receive key draw but board expect itself machine actually between would listen day show.,skipped
rec_0000186,user_00104,food_000414,,restaurant_00117,Motivated,joyful,Cloudy,Back to School,,1854.0,2026-07-27T05:15:57.939699+00:00,0.751,Training by ten yourself game develop low pass test respond fill box way money.,bookmarked
rec_0000187,user_00147,food_000465,,,Social,satisfied,Rainy,Back to School,,1626.0,2026-07-27T05:15:57.939715+00:00,0.943,Despite prove customer church two during grow green brother shoulder.,served
rec_0000188,user_00114,food_000055,recipe_000195,,Energized,melancholic,Foggy,Berry Season,Digestive Disorder,1590.0,2026-07-27T05:15:57.939732+00:00,0.485,Design hair go event test support arm good majority through keep society last ball group.,bookmarked
rec_0000189,user_00023,food_000484,recipe_000092,,Sweet,confident,Breezy,Valentine,,1877.0,2026-07-27T05:15:57.939749+00:00,0.759,Medical husband religious both like collection single education edge must way.,bookmarked
rec_0000190,user_00170,food_000290,recipe_000180,restaurant_00096,Focused,nostalgic,Holiday,Autumn,,1454.0,2026-07-27T05:15:57.939766+00:00,0.865,Majority agreement office support southern just leave.,skipped
rec_0000191,user_00093,food_000125,recipe_000194,,Savory,focused,Holiday,Warm Weather,Lactose Intolerance,2227.0,2026-07-27T05:15:57.939783+00:00,0.976,Across affect radio evening education speech sign miss avoid recent treat appear strong.,skipped
rec_0000192,user_00185,food_000198,recipe_000190,restaurant_00166,Motivated,nostalgic,Windy,Back to School,,2563.0,2026-07-27T05:15:57.939799+00:00,0.9,Edge hit form commercial ago at live win bring.,recommended
rec_0000193,user_00178,food_000468,,restaurant_00184,Adventurous,bored,Seasonal,Eid,,2170.0,2026-07-27T05:15:57.939815+00:00,0.892,Store you our adult whatever use enjoy grow.,skipped
rec_0000194,user_00160,food_000079,recipe_000169,restaurant_00142,Motivated,curious,Cloudy,Valentine,,1894.0,2026-07-27T05:15:57.939832+00:00,0.489,Who class southern open movie six middle start example ten check present collection whom different day.,skipped
rec_0000195,user_00032,food_000459,recipe_000156,,Energized,confident,Sunny,Eid,,1607.0,2026-07-27T05:15:57.939849+00:00,0.63,Method down fine note adult soldier material seem.,skipped
rec_0000196,user_00082,food_000237,recipe_000031,restaurant_00032,Sunny,anxious,Warm,Winter,,2541.0,2026-07-27T05:15:57.939869+00:00,0.723,Visit quite approach benefit expert treat little article painting edge choice become you wear majority detail.,bookmarked
rec_0000197,user_00193,food_000135,,,Sweet,lonely,Festive,Back to School,Obesity,2071.0,2026-07-27T05:15:57.939889+00:00,0.549,Beyond part lay hit husband student fly.,served
rec_0000198,user_00060,food_000307,recipe_000065,restaurant_00122,Romantic,relieved,Seasonal,Christmas,,2594.0,2026-07-27T05:15:57.939906+00:00,0.966,Beyond attention green court ahead Democrat name chance sure increase prepare whom region area.,bookmarked
rec_0000199,user_00083,food_000065,recipe_000167,,Comfort,tired,Humid,Christmas,,1414.0,2026-07-27T05:15:57.939922+00:00,0.333,Letter million skill than scene little enter hair change gas gas treat.,served
rec_0000200,user_00029,food_000342,recipe_000015,,Cheerful,confident,Cloudy,Thanksgiving,Celiac Disease,2341.0,2026-07-27T05:15:57.939939+00:00,0.433,Writer smile able drive hold care no sit region water quality.,bookmarked
rec_0000201,user_00065,food_000496,recipe_000160,restaurant_00021,Adventurous,excited,Stormy,Winter,Cholesterol,2538.0,2026-07-27T05:15:57.939955+00:00,0.653,Tree surface suffer young player it over popular fire particularly say theory.,skipped
rec_0000202,user_00136,food_000438,,restaurant_00147,Savory,melancholic,Seasonal,Christmas,,1802.0,2026-07-27T05:15:57.939973+00:00,0.765,Natural suggest black respond with spend baby statement happy like series.,skipped
rec_0000203,user_00019,food_000032,,,Romantic,optimistic,Breezy,Citrus Season,,2245.0,2026-07-27T05:15:57.939990+00:00,0.891,Father shoulder likely man space carry official than difference defense drug prevent by worker.,bookmarked
rec_0000204,user_00082,food_000372,recipe_000156,,Relaxed,energetic,Heatwave,Cold Weather,Heart Disease,1442.0,2026-07-27T05:15:57.940008+00:00,0.583,Feeling find imagine continue firm manage behavior usually.,served
