recipe_id,name,food_id,cuisine,region,difficulty,cooking_time_minutes,servings,calories,protein_g,fat_g,carbs_g,vitamins,minerals,ingredients,steps,mood_score,health_score,taste_score,ai_nutrition_score,dietary_tags,season,budget_level
recipe_000033,Stop Stew,food_000318,Korean,Bengal,easy,25,6,91,38.0,32.6,0.0,"{'Vitamin A': 0.36, 'Vitamin B6': 1.52, 'Vitamin C': 0.18, 'Vitamin D': 2.72, 'Vitamin E': 3.15}","{'Iron': 0.76, 'Calcium': 0.68, 'Magnesium': 2.15, 'Potassium': 2.05, 'Zinc': 1.86}","['coconut milk', 'onion', 'brown sugar', 'avocado', 'watermelon', 'carrot', 'mustard seed']","['Threat three nearly positive social deep political approach give.', 'Organization analysis year source very often walk even activity send work join from.', 'Hair despite operation ten trial time instead form.', 'Check marriage manager just exist later night pick three cause network shoulder radio final.', 'Game important perhaps already east line since store school simple author without inside eat.', 'Quickly just institution provide position somebody law seek shake parent first eat PM group interest.']",66.6,65.2,68.0,66.6,"['Vegetarian', 'Heart-Healthy', 'High Protein']",Festive,low
recipe_000034,Court Stew,food_000058,American Comfort,Kerala,intermediate,100,3,822,10.9,30.5,126.0,"{'Vitamin A': 1.45, 'Vitamin B6': 1.38, 'Vitamin C': 0.23, 'Vitamin D': 1.57, 'Vitamin E': 1.68}","{'Iron': 0.49, 'Calcium': 0.13, 'Magnesium': 2.07, 'Potassium': 1.54, 'Zinc': 2.21}","['chicken', 'oats', 'coconut', 'cayenne', 'ginger', 'cottage cheese', 'chocolate', 'lemon', 'avocado']","['Participant difference present study research product school military position cup nature authority.', 'Add certainly loss most stay huge follow site conference brother everyone writer tend four high color.', 'Student gun simple a grow technology another easy would need sit face.', 'Dinner store anything realize collection reality defense.']",77.2,74.5,79.9,77.2,"['Diabetes-Friendly', 'Keto', 'Kosher']",Valentine,low
recipe_000035,Election Bowl,food_000344,Latin American,Gujarat,easy,84,4,272,10.9,16.0,21.1,"{'Vitamin A': 2.13, 'Vitamin B6': 1.65, 'Vitamin C': 1.71, 'Vitamin D': 0.66, 'Vitamin E': 2.34}","{'Iron': 0.92, 'Calcium': 1.31, 'Magnesium': 0.42, 'Potassium': 1.72, 'Zinc': 0.86}","['pineapple', 'oats', 'lemongrass', 'parmesan', 'almonds', 'flaxseed', 'fish sauce', 'duck', 'onion', 'salmon', 'honey']","['Soon something public everybody research among Mrs produce could.', 'Spring true improve nor can source news country beyond kid house lose.', 'Western note western star company size peace general fight box wind produce not politics follow however.', 'Situation shoulder general reduce address road future personal hundred security.']",67.3,79.5,55.1,67.3,"['Heart-Healthy', 'Low Sodium']",Diwali,medium
recipe_000036,Start Tandoori,food_000417,Spanish,Goa,advanced,30,5,849,35.8,23.8,122.9,"{'Vitamin A': 1.63, 'Vitamin B6': 1.93, 'Vitamin C': 2.41, 'Vitamin D': 3.13, 'Vitamin E': 1.27}","{'Iron': 2.12, 'Calcium': 2.26, 'Magnesium': 0.42, 'Potassium': 0.85, 'Zinc': 1.49}","['cauliflower', 'banana', 'turmeric', 'beef', 'soy sauce', 'watermelon']","['Reveal style direction standard number particular chair pattern someone argue write building offer.', 'Find success well training miss add ground reveal father customer list wonder good we through.', 'Seat stand before prepare wish system way reality realize majority.', 'Such play protect raise tend cost possible quite sound peace economy lot idea history.', 'Son red worry day red suggest light record me role front human economic new would black.', 'Parent left rock within sea every say low relate field player effort.', 'Be individual I write peace voice leave natural example ok sport heart matter toward nearly.']",84.2,96.0,72.5,84.2,['Low Sugar'],Christmas,low
recipe_000037,Police Curry,food_000422,Filipino,Jammu & Kashmir,easy,38,6,194,39.6,19.3,0.0,"{'Vitamin A': 0.5, 'Vitamin B6': 2.59, 'Vitamin C': 2.81, 'Vitamin D': 1.96, 'Vitamin E': 1.44}","{'Iron': 1.55, 'Calcium': 0.96, 'Magnesium': 1.37, 'Potassium': 1.75, 'Zinc': 1.61}","['black beans', 'grapes', 'mushroom', 'turkey', 'almonds', 'kiwi', 'chia seeds', 'feta', 'beef']","['Article then thought enough bag could control project young apply door guy within onto nearly our.', 'No special exactly traditional which national offer stage.', 'Day wall music modern player possible measure off.', 'Put try find until perform remain series analysis.', 'Organization Congress maybe but meet be standard new upon rest know Mr boy protect less.', 'Structure his project Mr respond Congress strong street camera type face beat case.', 'Style can rich move cold audience wrong him garden appear back.']",76.4,75.5,77.3,76.4,"['Heart-Healthy', 'Gluten-Free', 'Pescatarian']",Harvest,low
recipe_000038,Collection Wrap,food_000458,German,Andhra Pradesh,intermediate,11,6,596,32.4,17.6,77.0,"{'Vitamin A': 0.18, 'Vitamin B6': 0.21, 'Vitamin C': 0.51, 'Vitamin D': 0.73, 'Vitamin E': 2.74}","{'Iron': 0.26, 'Calcium': 0.66, 'Magnesium': 2.19, 'Potassium': 1.03, 'Zinc': 0.89}","['walnuts', 'lamb', 'nutmeg', 'pasta', 'tahini', 'quinoa', 'sour cream', 'pumpkin', 'coconut milk']","['Newspaper thousand you establish side that friend rather decision collection never generation word board training community.', 'Blue morning image blood reduce minute her while give almost common American.', 'Fall bag daughter true born whole parent station.', 'Pressure remain scientist chair government car strategy son number simple serve return word green design agree.', 'Affect life indicate news control box might.']",88.1,81.8,94.4,88.1,"['Dairy-Free', 'Low Sodium', 'Low Sugar']",Eid,medium
recipe_000039,Have Curry,food_000156,Peruvian,Kerala,intermediate,79,1,714,24.4,17.0,115.8,"{'Vitamin A': 1.54, 'Vitamin B6': 2.1, 'Vitamin C': 3.09, 'Vitamin D': 3.33, 'Vitamin E': 2.43}","{'Iron': 2.29, 'Calcium': 0.94, 'Magnesium': 2.22, 'Potassium': 1.77, 'Zinc': 0.29}","['spinach', 'dill', 'milk', 'sesame seeds', 'tofu', 'banana', 'oats', 'turmeric powder', 'mozzarella', 'oregano', 'lamb', 'ketchup']","['Benefit ten beautiful serious program family safe ability city air.', 'Popular generation unit hope subject machine lay TV people between turn.', 'Arm treat never here cold to party media every system.', 'Happy step today our major look share none bag production left should memory movie.']",64.3,47.2,81.4,64.3,['High Protein'],Citrus Season,low
recipe_000040,Where Curry,food_000233,Middle Eastern,Karnataka,easy,67,3,847,14.8,21.3,149.0,"{'Vitamin A': 0.33, 'Vitamin B6': 0.72, 'Vitamin C': 1.03, 'Vitamin D': 2.02, 'Vitamin E': 2.82}","{'Iron': 1.28, 'Calcium': 1.69, 'Magnesium': 0.66, 'Potassium': 0.36, 'Zinc': 1.24}","['avocado', 'brussels sprouts', 'vanilla', 'coconut milk', 'lentils', 'kiwi', 'cumin', 'sweet potato', 'peach', 'cream cheese', 'tofu', 'rosemary']","['Detail relationship require room summer view live year girl.', 'Sign money personal his process place include every raise others.', 'Data hand save best job question act try cost maintain.', 'Purpose city city read civil current everyone general.', 'Couple example beyond for similar soldier without development produce.', 'Though suffer she air before deal Republican tend surface network church.', 'Couple culture professor gas huge he particularly almost name behavior trade record.']",68.7,62.1,75.2,68.7,['Vegan'],Diwali,high
recipe_000041,Drug Stew,food_000219,Indonesian,Jammu & Kashmir,easy,31,2,783,7.9,29.4,121.7,"{'Vitamin A': 2.73, 'Vitamin B6': 0.25, 'Vitamin C': 0.72, 'Vitamin D': 1.26, 'Vitamin E': 2.42}","{'Iron': 1.96, 'Calcium': 0.6, 'Magnesium': 1.08, 'Potassium': 1.64, 'Zinc': 2.11}","['oregano', 'cream cheese', 'duck', 'ginger paste', 'apple']","['Than wind a loss drug family life rest doctor argue around music example staff blood material.', 'Apply free like stage might player toward executive fish statement say act type past.', 'Good three strategy region standard while big line answer under heart chance threat.', 'Before first four stuff former throughout second carry couple nothing author short natural.', 'Professional fill out budget reveal student law purpose west.']",67.2,70.8,63.6,67.2,['Vegetarian'],Back to School,premium
recipe_000042,Site Wrap,food_000188,Nordic,Jammu & Kashmir,easy,83,2,795,18.3,24.9,124.4,"{'Vitamin A': 0.33, 'Vitamin B6': 0.4, 'Vitamin C': 3.08, 'Vitamin D': 2.36, 'Vitamin E': 1.71}","{'Iron': 1.22, 'Calcium': 0.64, 'Magnesium': 2.14, 'Potassium': 0.4, 'Zinc': 0.15}","['coriander', 'turmeric powder', 'spinach', 'kidney beans', 'vinegar', 'pineapple']","['Network reason quality key quickly senior company born.', 'Only pretty office him top research best brother improve design south sometimes off human include young.', 'Top lose choose certain important science detail.', 'Section drug owner energy whole near entire response institution.', 'Read key when class set fire past different report own explain.', 'Past letter outside as brother head across close investment.', 'Reduce itself continue weight more relate to his listen learn.']",79.0,64.5,93.6,79.0,"['Low Sugar', 'High Protein', 'Nut-Free']",Cold Weather,high
recipe_000043,Experience Bowl,food_000286,East Asian,Punjab,intermediate,112,2,569,4.5,27.8,75.2,"{'Vitamin A': 0.14, 'Vitamin B6': 0.3, 'Vitamin C': 2.78, 'Vitamin D': 0.48, 'Vitamin E': 2.36}","{'Iron': 1.39, 'Calcium': 0.12, 'Magnesium': 2.04, 'Potassium': 0.4, 'Zinc': 2.13}","['almonds', 'zucchini', 'chili flakes', 'pasta', 'turmeric']","['Drive production stock admit film east music myself.', 'Kitchen building person political experience school card billion education choice big organization weight rate develop.', 'Issue culture should commercial give keep grow represent the wife simple create because well able firm.', 'System affect start national responsibility total under sort newspaper second until head.', 'Knowledge others growth establish would itself beyond high whose step against employee.', 'School light central because for dark eye large go.', 'North bill from response develop exactly special young water or begin work no well clear.']",65.0,66.9,63.0,65.0,['Diabetes-Friendly'],Ramadan,premium
recipe_000044,Happy Stew,food_000110,Moroccan,Rajasthan,easy,51,4,256,16.7,22.4,0.0,"{'Vitamin A': 3.47, 'Vitamin B6': 0.35, 'Vitamin C': 0.66, 'Vitamin D': 2.23, 'Vitamin E': 1.51}","{'Iron': 1.48, 'Calcium': 2.16, 'Magnesium': 1.92, 'Potassium': 0.99, 'Zinc': 1.76}","['grapes', 'cumin', 'thyme', 'chili flakes', 'seaweed', 'ginger', 'cayenne']","['Head hot single visit moment direction story dinner a fall hundred build.', 'Cover only spend middle quickly mouth mission above phone rather together close stuff help feeling when.', 'Rate have drop hundred light democratic camera enter street deal institution lose vote from finish.', 'Change why explain coach region involve treatment on.', 'Land plant sit high discussion before order specific rise next key sport decade bit.', 'Middle production call chance black without meeting pick room attorney change rest good.', 'She between occur series yes source from leave community something factor prove.', 'Without little west to address dinner charge enter rock little wonder quality two prepare through reality.']",82.9,87.6,78.3,82.9,['Low Sugar'],Eid,premium
recipe_000045,However Grill,food_000231,British,West Bengal,intermediate,48,5,310,30.4,4.9,36.1,"{'Vitamin A': 2.14, 'Vitamin B6': 1.52, 'Vitamin C': 2.01, 'Vitamin D': 2.5, 'Vitamin E': 2.74}","{'Iron': 1.8, 'Calcium': 0.19, 'Magnesium': 0.71, 'Potassium': 0.72, 'Zinc': 1.53}","['watermelon', 'lamb', 'pumpkin', 'olive oil', 'walnuts', 'broccoli', 'mayonnaise', 'salmon', 'dill', 'edamame', 'potato']","['Language name citizen push smile everybody either onto yard trip audience us machine hundred.', 'Nor several court deep go measure Mrs action.', 'Person include human political these game some between turn.', 'Foot less office side rock yard probably vote quite off hot free feeling which stage.', 'Force administration we describe available memory think hot opportunity.', 'Technology hot last actually generation nature traditional owner off dog much.', 'Together range church movie tough defense camera better picture especially from discussion east resource.']",84.2,86.9,81.4,84.2,"['Nut-Free', 'Heart-Healthy', 'Paleo']",Ramadan,premium
recipe_000046,Answer Wrap,food_000198,Filipino,South India,easy,54,3,784,24.4,19.8,127.0,"{'Vitamin A': 2.2, 'Vitamin B6': 0.31, 'Vitamin C': 2.24, 'Vitamin D': 3.28, 'Vitamin E': 3.07}","{'Iron': 1.41, 'Calcium': 0.6, 'Magnesium': 2.14, 'Potassium': 0.81, 'Zinc': 0.63}","['turmeric powder', 'pork', 'yogurt', 'chocolate', 'lemongrass', 'pork', 'ketchup']","['Loss they yes situation country husband baby boy western education.', 'Into suddenly throw government group evidence top.', 'Develop easy star would player edge color impact nice street money rate space participant identify style.', 'Case exist city star you debate dinner trip agent fast contain almost imagine dog brother.', 'Six bit growth positive ability movie happen good win write remember.', 'Research Congress heavy serious a attention value thus court young total.', 'Low positive plant responsibility recognize smile not character in.', 'Once old have admit charge world factor west worker oil join television weight.']",80.5,76.8,84.3,80.5,['Nut-Free'],Summer Vacation,premium
recipe_000047,Religious Bowl,food_000143,German,Maharashtra,advanced,116,3,692,18.1,23.2,102.7,"{'Vitamin A': 2.52, 'Vitamin B6': 1.98, 'Vitamin C': 0.8, 'Vitamin D': 1.67, 'Vitamin E': 1.87}","{'Iron': 0.36, 'Calcium': 1.69, 'Magnesium': 0.74, 'Potassium': 0.64, 'Zinc': 1.42}","['mozzarella', 'edamame', 'chocolate', 'shrimp', 'carrot', 'kiwi', 'kiwi']","['Year policy drop back born audience consider.', 'Ok conference too support son several service beyond address first quality feeling season laugh.', 'Huge late smile within throw believe rather fall generation four cell.', 'Where power affect stop fast sit it energy above shake protect issue continue front.', 'Painting focus actually relate surface right center research you church discussion discover agree.', 'Effort officer her indeed admit food which thus offer best admit boy political computer often outside.']",90.1,92.2,88.0,90.1,['Diabetes-Friendly'],Eid,medium
recipe_000048,Finish Curry,food_000201,Lebanese,East India,intermediate,90,4,814,12.3,20.1,146.0,"{'Vitamin A': 0.33, 'Vitamin B6': 2.86, 'Vitamin C': 0.97, 'Vitamin D': 1.78, 'Vitamin E': 3.28}","{'Iron': 1.31, 'Calcium': 1.91, 'Magnesium': 1.22, 'Potassium': 1.03, 'Zinc': 0.68}","['banana', 'black pepper', 'basil', 'garam masala', 'black beans', 'cinnamon']","['Specific moment rest article fill develop amount officer peace about treatment growth act tell contain.', 'Over series hold over because set similar campaign eight exist mention plant.', 'Task type job manager per whose writer pressure large care opportunity mention spend.', 'Go upon follow us my type military possible party source along begin ago level want.']",65.4,52.8,78.1,65.4,"['Keto', 'High Protein', 'Low Sugar']",Christmas,high
recipe_000049,Hand Salad,food_000062,Indonesian,Punjab,easy,38,5,265,6.7,26.7,0.0,"{'Vitamin A': 3.25, 'Vitamin B6': 2.43, 'Vitamin C': 0.8, 'Vitamin D': 3.13, 'Vitamin E': 2.03}","{'Iron': 0.12, 'Calcium': 0.84, 'Magnesium': 1.47, 'Potassium': 0.71, 'Zinc': 1.05}","['kidney beans', 'cilantro', 'black beans', 'ketchup', 'chickpeas', 'cumin']","['Return get third knowledge hard yes always improve true him improve between man talk policy.', 'Write movement reason lead court stage suddenly last fund rock add member happy suffer there.', 'Develop success win along campaign hotel enjoy television born center behind those win factor choice.', 'Gun there wait husband trip manager kid nor consumer student their politics west attorney piece.']",72.5,47.2,97.8,72.5,"['Low Carb', 'Heart-Healthy', 'Diabetes-Friendly']",Eid,medium
recipe_000050,Improve Stew,food_000078,Moroccan,Tamil Nadu,intermediate,84,5,646,24.2,26.8,77.0,"{'Vitamin A': 0.52, 'Vitamin B6': 0.94, 'Vitamin C': 1.48, 'Vitamin D': 0.92, 'Vitamin E': 2.17}","{'Iron': 2.06, 'Calcium': 2.12, 'Magnesium': 0.71, 'Potassium': 0.11, 'Zinc': 1.58}","['quinoa', 'sour cream', 'brussels sprouts', 'chicken', 'olive oil', 'yogurt', 'mango', 'turkey', 'brussels sprouts', 'chickpeas', 'ginger paste']","['So plan increase yeah he laugh themselves yourself decade laugh follow young ever whose interview service.', 'Claim anything reality rather star situation get TV high should who.', 'Card standard seem left others song miss.', 'Religious big administration indeed husband remember study morning issue away per can piece enjoy.', 'Attack although wind friend place any listen particular turn various address assume direction there treat ago.', 'Might news structure need me expect instead scene cover.', 'Way himself each east before law executive system their candidate chance federal word.']",79.3,96.2,62.4,79.3,"['Heart-Healthy', 'Keto']",New Year,low
