food_id,name,cuisine,category,region,season,weather,price_tier,calories,protein_g,fat_g,carbs_g,allergens,diet_options,mood_tags,health_score,taste_score,rating,description
food_000386,Creamy Salads,Caribbean,Pasta,Gujarat,Berry Season,Misty,premium,660,15.4,31.5,78.7,[],"['Low Carb', 'Dairy-Free', 'Low Sugar']","['Nostalgic', 'Peaceful', 'Comforting']",68.8,90.2,3.1,Modern off run role type student question structure financial.
food_000387,Herbed Breakfast,Moroccan,Healthy Bowls,Goa,Monsoon,Warm,medium,406,28.2,25.2,16.6,"['fish', 'yeast']",['Kosher'],"['Nostalgic', 'Social', 'Peaceful']",75.1,64.2,3.2,Choose treatment technology skin increase thus subject together special study.
food_000388,Smoked Salads,Moroccan,Fermented,Telangana,Navratri,Warm,medium,130,32.5,17.7,0.0,[],"['Low Sodium', 'Dairy-Free']","['Cheerful', 'Sweet', 'Sunny']",67.3,97.6,4.2,Record upon president drive reveal star owner job whatever sister beat attorney responsibility current someone could in hope walk.
food_000389,Spiced Street Food,Brazilian,Smoothies,Punjab,Cold Weather,Heatwave,low,740,2.6,16.7,144.8,"['sesame', 'sulphites']","['Kosher', 'Vegan']","['Spicy', 'Cheerful', 'Happy']",67.0,90.7,3.8,End candidate for laugh consumer spring food do time animal best pay event this occur necessary.
food_000390,Herbed Street Food,South Indian,Soups,Punjab,Winter,Snowy,high,784,29.5,8.3,147.8,"['yeast', 'gluten']","['Vegan', 'Paleo', 'Kosher']","['Energized', 'Romantic', 'Savory']",83.4,58.8,3.2,Once administration somebody rest matter now suggest next create more player magazine right read kind you international body.
food_000391,Grilled Fermented,Turkish,Sandwiches,Gujarat,Monsoon,Warm,premium,678,35.7,33.8,57.8,[],"['High Protein', 'Dairy-Free', 'Diabetes-Friendly']","['Happy', 'Festive', 'Cheerful']",68.7,72.8,3.5,Girl improve wall evening make her owner dream believe.
food_000392,Masala Wrap,Moroccan,Rice Dishes,North India,Harvest,Cloudy,low,93,27.5,16.7,0.0,"['shellfish', 'wheat']","['Nut-Free', 'Kosher', 'Paleo']","['Motivated', 'Adventurous', 'Peaceful']",70.8,71.6,4.8,Produce of as take member stuff they notice without ok organization near.
food_000393,Roasted Sushi,American Comfort,Dinner,Uttar Pradesh,Thanksgiving,Humid,premium,743,5.9,16.4,142.9,[],"['Low Sodium', 'Paleo']","['Comfort', 'Happy', 'Peaceful']",50.8,59.6,3.7,Factor alone see war chance politics around past range for.
food_000394,Citrus Snacks,Greek,Street Food,Punjab,Back to School,Foggy,low,130,26.6,25.8,0.0,"['soy', 'sesame oil', 'sesame']","['Diabetes-Friendly', 'Low Carb', 'Low Sugar']","['Romantic', 'Energized', 'Calm']",60.6,73.2,3.4,Prove reflect network her fire moment fly another.
food_000395,Creamy Snacks,African,Pasta,East India,Christmas,Misty,medium,305,29.9,30.8,0.0,['lupin'],"['Dairy-Free', 'Halal', 'Diabetes-Friendly']","['Nostalgic', 'Comfort', 'Romantic']",55.9,66.5,4.0,Energy seem probably high perform among sometimes message defense.
food_000396,Fresh Desserts,Moroccan,Dinner,Rajasthan,Festive,Warm,low,93,27.3,15.3,0.0,[],['Vegetarian'],"['Savory', 'Comforting', 'Happy']",96.6,55.9,4.0,Their place thousand institution yes phone factor continue happy health official sport east type yet.
food_000397,Herbed Snacks,Healthy Fusion,Grills,Assam,Festive,Snowy,high,391,32.5,12.1,38.0,"['almond', 'garlic']","['Halal', 'High Protein']","['Comfort', 'Comforting', 'Nostalgic']",63.6,76.1,4.8,Hot although reveal shake recently marriage north stock affect democratic professional indeed institution.
food_000398,Creamy Soups,Greek,Juices,South India,Winter,Snowy,premium,755,39.8,12.8,120.2,"['lupin', 'shellfish', 'egg']",['Kosher'],"['Romantic', 'Festive', 'Spicy']",75.6,56.3,5.0,Economic policy something many stuff near add toward wrong field drive site everybody they especially.
food_000399,Idli Bowl,French,Salads,Punjab,Warm Weather,Heatwave,high,523,32.2,20.0,53.5,[],['Diabetes-Friendly'],"['Adventurous', 'Motivated', 'Savory']",63.4,89.1,4.2,Doctor analysis others sing far president successful mother although maintain expert growth Democrat you win necessary my.
food_000400,Spiced Seafood,North Indian,Salads,Himachal Pradesh,Warm Weather,Windy,premium,393,2.2,12.7,67.5,['lupin'],"['Paleo', 'Vegan']","['Festive', 'Adventurous', 'Social']",47.6,90.9,4.2,Activity season perform church somebody responsibility rich onto although when a time table really police.
food_000401,Roasted Pasta,Japanese,Wraps,Delhi,Autumn,Foggy,medium,398,8.6,15.5,56.0,['almond'],['Low Carb'],"['Adventurous', 'Cozy', 'Spicy']",87.6,92.7,3.6,Assume none describe together include couple entire take race thousand parent place image.
food_000402,Citrus Grills,Mexican,Snacks,Kerala,Summer Vacation,Breezy,medium,781,29.1,16.7,128.6,"['nightshades', 'gluten', 'yeast']",['Pescatarian'],"['Relaxed', 'Adventurous', 'Nostalgic']",67.3,73.4,4.2,Doctor more want teach without month fly visit.
food_000403,Zesty Sandwiches,East Asian,Smoothies,Central India,Winter,Breezy,low,135,5.2,9.8,6.5,[],"['Diabetes-Friendly', 'Halal']","['Cheerful', 'Energized', 'Romantic']",50.7,97.4,4.4,Choice decide child almost book management present other knowledge system black head possible behind difficult popular physical agree.
food_000404,Fresh Pasta,East Asian,Appetizers,South India,Diwali,Sunny,premium,784,9.6,2.8,180.1,[],['Low Sugar'],"['Romantic', 'Happy', 'Comfort']",91.6,61.6,3.8,Recognize attorney wall front article free language sound teacher along term I law vote law time because challenge.
food_000405,Herbed Wraps,Italian,Dessertbites,Northeast India,Back to School,Festive,premium,229,26.2,6.9,15.5,['onion'],"['Low Sugar', 'High Protein', 'Heart-Healthy']","['Nostalgic', 'Savory', 'Romantic']",79.8,90.2,3.7,Development interesting traditional sense see minute difference they on they institution majority pattern.
food_000406,Masala Salad,East Asian,Breakfast,Himachal Pradesh,Back to School,Windy,medium,114,26.5,31.3,0.0,"['tree nuts', 'nightshades']","['Heart-Healthy', 'Paleo', 'Vegetarian']","['Focused', 'Comforting', 'Peaceful']",47.3,81.7,3.7,Record establish concern marriage thousand who next time feeling collection party pay.
food_000407,Roasted Plant-based,German,Sushi,Andhra Pradesh,Back to School,Snowy,premium,754,13.5,14.1,143.3,"['garlic', 'sesame oil', 'almond']",['Low Carb'],"['Adventurous', 'Cheerful', 'Comforting']",79.2,94.4,3.1,Run article morning under positive add matter happy will.
food_000408,Grilled Juices,Vietnamese,Street Food,Maharashtra,New Year,Windy,medium,473,30.7,15.0,53.8,[],['Gluten-Free'],"['Motivated', 'Comforting', 'Comfort']",77.4,57.8,3.6,Matter interest among amount usually coach stage realize to however.
food_000409,Smoked Juices,Vietnamese,Sandwiches,Central India,Diwali,Stormy,premium,245,18.5,18.7,0.7,[],"['Keto', 'Diabetes-Friendly', 'Vegetarian']","['Adventurous', 'Comfort', 'Comforting']",49.6,89.0,4.1,Late arm some interview style husband live PM political south would quickly Mrs page level here research our while.
food_000410,Zesty Healthy Bowls,American Comfort,Dessertbites,Tamil Nadu,Warm Weather,Monsoon,low,445,25.5,19.8,41.2,"['cashew', 'celery', 'egg']","['Gluten-Free', 'Diabetes-Friendly', 'Kosher']","['Peaceful', 'Nostalgic', 'Romantic']",48.6,60.9,4.0,Professor drop news modern resource girl her lawyer thousand vote once account evening else family pass question assume.
food_000411,Roasted Dinner,Japanese,Tea & Coffee,Goa,Summer,Humid,high,627,23.9,29.9,65.6,"['sesame oil', 'milk', 'yeast']","['Keto', 'Dairy-Free', 'High Protein']","['Festive', 'Comfort', 'Energized']",71.5,95.1,3.8,Baby well situation information soldier purpose write hear.
food_000412,Fresh Dinner,Filipino,Fermented,Central India,Spring,Stormy,high,657,36.4,24.8,72.0,[],"['Gluten-Free', 'Heart-Healthy']","['Spicy', 'Happy', 'Adventurous']",46.9,87.9,4.4,Tell or them whether two process know teacher Republican now choose start team official lawyer religious beautiful western.
food_000413,Idli Platter,Australian,Soups,Karnataka,Spring,Sunny,high,778,28.0,1.1,164.0,"['hazelnut', 'tree nuts', 'corn']","['Pescatarian', 'Low Carb', 'Gluten-Free']","['Romantic', 'Motivated', 'Savory']",65.5,75.7,3.7,Around window candidate occur game here respond perform record.
food_000414,Spiced Juices,German,Fermented,Sikkim,Warm Weather,Rainy,premium,335,32.9,3.1,43.9,[],"['Halal', 'Dairy-Free']","['Calm', 'Nostalgic', 'Adventurous']",54.6,60.4,4.0,Record room senior little other outside deal management.
food_000415,Citrus Fermented,Brazilian,Healthy Bowls,Maharashtra,Back to School,Cool,low,644,13.1,23.1,95.9,[],['Halal'],"['Cozy', 'Happy', 'Festive']",59.2,77.7,3.4,Cold test school concern thus heavy Congress result size reflect small or price forward difference professor short best of.
food_000416,Fresh Rice Dishes,German,Dessertbites,Kerala,Spring,Stormy,premium,544,38.2,1.2,95.1,"['mustard', 'egg', 'milk']","['Kosher', 'High Protein']","['Comfort', 'Sunny', 'Sweet']",59.3,91.0,3.1,Plant serious Mrs stay across huge exist admit.
food_000417,Citrus Dessertbites,Spanish,Fermented,Goa,Winter,Festive,premium,348,32.8,20.9,7.2,"['corn', 'milk', 'peanuts']","['Kosher', 'Halal', 'Nut-Free']","['Nostalgic', 'Spicy', 'Motivated']",63.1,87.6,4.1,Step method personal power analysis feel sound reduce arm college case.
food_000418,Smoked Fermented,Filipino,Breakfast,Uttar Pradesh,Valentine,Cloudy,medium,635,13.2,20.2,100.1,"['almond', 'sesame']","['Vegetarian', 'Vegan', 'Paleo']","['Sweet', 'Cheerful', 'Festive']",59.5,56.7,3.9,Add forward score first trial people power set together phone heart pattern store society myself.
food_000419,Roasted Pasta,American Comfort,Wraps,Punjab,Warm Weather,Cloudy,medium,644,13.9,2.7,141.0,"['sesame', 'garlic']",['High Protein'],"['Focused', 'Adventurous', 'Energized']",85.6,62.7,3.2,Matter pattern beyond something anyone professor protect future happen education customer board make.
food_000420,Biryani Salad,British,Soups,Punjab,Valentine,Foggy,premium,633,29.3,21.2,81.2,"['peanuts', 'onion', 'egg']",['Low Sugar'],"['Cheerful', 'Sweet', 'Comforting']",49.1,70.0,3.1,Skill college fight natural beat policy think break listen mean.
food_000421,Golden Breakfast,African,Rice Dishes,Goa,Ramadan,Cool,medium,244,16.0,10.5,21.4,[],"['Low Sugar', 'Kosher', 'Low Sodium']","['Peaceful', 'Savory', 'Comforting']",76.3,61.5,3.8,Like peace news fear everyone foreign education office order natural pretty pay move truth yourself including century politics.
food_000422,Zesty Juices,Filipino,Soups,Jammu & Kashmir,Summer Vacation,Holiday,high,508,22.5,4.7,93.9,"['almond', 'onion', 'nightshades']","['Low Carb', 'Keto']","['Sweet', 'Nostalgic', 'Calm']",87.3,92.8,3.5,Without relationship unit standard toward director three anything.
food_000423,Zesty Grills,German,Wraps,Goa,Summer,Cold,high,158,36.8,23.0,0.0,"['fish', 'wheat', 'tree nuts']","['High Protein', 'Kosher', 'Low Sugar']","['Sweet', 'Adventurous', 'Festive']",68.8,81.0,3.7,Range visit prove long sense hope music camera country join matter structure only certain painting.
food_000424,Herbed Wraps,American Comfort,Beverages,Odisha,Winter,Humid,premium,349,31.1,25.0,0.0,[],"['Vegetarian', 'Halal']","['Focused', 'Relaxed', 'Adventurous']",50.4,75.2,4.8,Civil keep remain other phone wife soon small hospital authority great place decision almost.
food_000425,Golden Snacks,African,Dessertbites,Andhra Pradesh,Warm Weather,Festive,low,819,3.7,26.0,142.6,"['cashew', 'nightshades', 'corn']","['Diabetes-Friendly', 'Halal']","['Adventurous', 'Focused', 'Peaceful']",68.8,70.3,3.3,Fund artist decision continue direction move themselves candidate history state watch standard tell sort well system night test.
food_000426,Herbed Soups,Middle Eastern,Grills,North India,Warm Weather,Foggy,high,384,20.7,2.2,70.3,"['mustard', 'sulphites', 'celery']","['Low Sodium', 'Gluten-Free']","['Energized', 'Social', 'Cozy']",72.8,77.3,4.2,Leg cause issue network give thank visit already wrong leg their than.
food_000427,Masala Wrap,Korean,Soups,Rajasthan,Diwali,Foggy,premium,762,12.6,3.8,169.3,['gluten'],"['Vegan', 'Heart-Healthy', 'Low Carb']","['Spicy', 'Social', 'Comfort']",72.0,78.7,4.7,Available coach officer word many though contain huge much nice conference.
food_000428,Fresh Wraps,Brazilian,Sandwiches,Himachal Pradesh,Autumn,Windy,medium,585,12.0,30.3,66.1,[],"['Gluten-Free', 'Halal']","['Calm', 'Relaxed', 'Cheerful']",83.8,97.7,4.0,Including agree on today consumer information edge customer I read.
food_000429,Citrus Salads,Caribbean,Lunch,Telangana,Autumn,Heatwave,medium,651,27.1,30.8,66.3,[],['Paleo'],"['Sweet', 'Sunny', 'Calm']",78.6,56.5,3.5,Several first four share far behavior executive home recently fine through sport action one.
food_000430,Creamy Dinner,African,Dinner,Assam,Harvest,Sunny,high,582,23.2,7.7,105.0,"['sesame oil', 'celery']","['High Protein', 'Nut-Free', 'Low Sodium']","['Happy', 'Peaceful', 'Focused']",67.2,62.7,4.7,Senior avoid sound western yourself director size look better million stop.
food_000431,Roasted Wraps,Vietnamese,Appetizers,Gujarat,New Year,Windy,premium,537,14.4,23.4,67.2,"['almond', 'peanuts']","['Kosher', 'Halal']","['Adventurous', 'Happy', 'Sweet']",69.6,60.0,4.4,Establish site lead be thus recently interesting task box throughout hospital make pattern Mrs reflect high.
food_000432,Creamy Plant-based,Nordic,Street Food,Uttar Pradesh,Navratri,Thunderstorm,medium,532,18.2,9.5,93.4,['sulphites'],"['Vegan', 'Paleo', 'High Protein']","['Cozy', 'Calm', 'Focused']",70.7,57.3,4.6,Cause can alone great that design individual safe past seek light matter boy.
food_000433,Zesty Dinner,Australian,Smoothies,Bengal,Navratri,Cold,medium,750,3.9,7.8,166.1,"['hazelnut', 'fish', 'mustard']",['Halal'],"['Cheerful', 'Cozy', 'Social']",97.2,78.0,4.9,Civil happy sister gas per statement drop design entire across.
food_000434,Biryani Wrap,North Indian,Beverages,Himachal Pradesh,Diwali,Sunny,low,114,12.4,4.8,5.3,['sesame'],['Gluten-Free'],"['Relaxed', 'Peaceful', 'Cozy']",79.7,88.7,3.0,You once step type phone thing he total arrive worker threat seven trial argue half take.
food_000435,Zesty Juices,Brazilian,Pasta,Himachal Pradesh,Navratri,Thunderstorm,premium,103,13.5,16.3,0.0,"['celery', 'mustard', 'corn']",['High Protein'],"['Cozy', 'Spicy', 'Festive']",96.4,59.3,3.6,Rather stuff world task reach attention part back everyone civil although heart.
food_000436,Smoked Sushi,Nordic,Curry,East India,Autumn,Breezy,medium,105,17.1,8.5,0.0,"['sulphites', 'tree nuts']","['Gluten-Free', 'Vegan', 'Low Carb']","['Focused', 'Social', 'Happy']",74.8,70.9,3.2,City part dog news defense somebody different least treatment it heart appear.
food_000437,Roasted Juices,North Indian,Fermented,West Bengal,Valentine,Thunderstorm,premium,425,33.7,1.8,68.5,[],"['Low Sugar', 'Kosher']","['Spicy', 'Happy', 'Savory']",76.7,84.6,3.6,Economy address lose community together what under gas fast.
food_000438,Creamy Desserts,German,Dinner,Gujarat,Thanksgiving,Cloudy,premium,93,8.2,26.3,0.0,[],['Pescatarian'],"['Happy', 'Focused', 'Peaceful']",68.2,62.1,3.3,Drug dinner ball throughout only song ask rest high different election employee free while without sister budget so hour.
food_000439,Golden Healthy Bowls,Filipino,Bread,Uttar Pradesh,Summer Vacation,Warm,medium,657,26.7,5.4,125.4,"['onion', 'sesame oil']","['Diabetes-Friendly', 'High Protein']","['Social', 'Cheerful', 'Adventurous']",55.8,77.5,4.0,Space whose economy threat others become be evidence environmental that.
food_000440,Zesty Sandwiches,French,Tea & Coffee,Tamil Nadu,Harvest,Windy,high,418,5.6,22.1,49.2,['lupin'],"['Vegetarian', 'Heart-Healthy', 'Keto']","['Festive', 'Nostalgic', 'Cozy']",48.5,80.6,3.7,Grow party gas life skin beautiful turn hold model action all gas pay sometimes want.
food_000441,Idli Bowl,East Asian,Snacks,North India,Harvest,Foggy,low,209,32.3,20.8,0.0,"['sesame oil', 'almond']","['Low Sugar', 'Gluten-Free']","['Comfort', 'Calm', 'Social']",62.5,87.9,4.9,Thank audience political perhaps actually receive plant ask true miss mission high talk various instead once head defense.
food_000442,Citrus Appetizers,East Asian,Grills,Odisha,Thanksgiving,Monsoon,high,592,30.9,8.8,97.3,"['lupin', 'mustard', 'onion']","['Gluten-Free', 'Heart-Healthy']","['Savory', 'Social', 'Focused']",86.0,71.9,4.4,Should same ask opportunity computer add standard agree matter yes others health police democratic relationship series prove she newspaper.
food_000443,Spiced Healthy Bowls,Spanish,Wraps,South India,Eid,Humid,high,557,31.3,12.4,80.0,['celery'],"['Low Sodium', 'Heart-Healthy']","['Comfort', 'Social', 'Motivated']",77.7,73.2,4.1,Building citizen health citizen modern well wear daughter civil window threat realize.
food_000444,Creamy Lunch,Italian,Lunch,South India,Valentine,Monsoon,premium,792,28.8,10.0,146.7,[],"['Diabetes-Friendly', 'Dairy-Free', 'Nut-Free']","['Motivated', 'Happy', 'Focused']",75.3,57.5,4.5,Speak development while language high operation notice collection live difference town check.
food_000445,Herbed Wraps,East Asian,Tea & Coffee,North India,Festive,Snowy,low,202,4.1,22.5,0.0,"['shellfish', 'cashew']","['Vegetarian', 'Low Sodium', 'Pescatarian']","['Cheerful', 'Focused', 'Comforting']",50.2,57.7,4.9,Understand drug arrive part hair understand family easy past high record blood open little difficult several clear social.
food_000446,Grilled Sandwiches,Greek,Desserts,North India,Valentine,Cloudy,premium,125,12.5,7.4,2.1,[],"['Low Carb', 'Diabetes-Friendly']","['Comforting', 'Romantic', 'Cheerful']",54.2,76.7,4.1,Couple side statement purpose consider audience leave heart force.
food_000447,Grilled Plant-based,Middle Eastern,Street Food,Jammu & Kashmir,Citrus Season,Sunny,premium,90,10.3,13.4,0.0,['mustard'],"['Low Sugar', 'Halal', 'Kosher']","['Adventurous', 'Nostalgic', 'Energized']",83.4,58.5,4.4,Military available prepare father analysis behind analysis energy other every threat seek safe decade degree.
food_000448,Masala Platter,African,Salads,Rajasthan,Diwali,Foggy,high,443,24.0,12.5,58.6,['milk'],"['Kosher', 'Gluten-Free', 'Low Carb']","['Sweet', 'Social', 'Cozy']",68.8,82.6,4.3,Use population win where Mrs outside require his get spend bit key should tonight first benefit strong.
food_000449,Roasted Salads,Australian,Main Course,Bengal,Summer Vacation,Dry,high,558,11.9,32.3,54.9,"['tree nuts', 'nightshades', 'wheat']","['Halal', 'Dairy-Free']","['Sunny', 'Sweet', 'Energized']",78.4,77.2,4.4,Then mother sell success side current speech human especially national never candidate spend serious.
food_000450,Grilled Sandwiches,African,Snacks,Rajasthan,Eid,Cool,high,639,9.1,1.3,147.7,"['celery', 'garlic', 'fish']","['Halal', 'Dairy-Free']","['Cheerful', 'Happy', 'Sunny']",69.2,89.8,3.1,Cold gas decide can Republican doctor religious property use under protect upon face.
food_000451,Roasted Pasta,Turkish,Breakfast,Rajasthan,Summer Vacation,Humid,premium,794,37.8,7.3,144.3,['almond'],"['Vegan', 'Diabetes-Friendly']","['Nostalgic', 'Adventurous', 'Comforting']",84.8,96.8,3.8,Rather explain way attention defense space want she kind think prepare trouble far business participant care.
food_000452,Grilled Bread,Healthy Fusion,Salads,Telangana,Summer,Stormy,low,648,34.1,13.4,97.8,"['yeast', 'almond', 'celery']","['Low Sugar', 'Heart-Healthy', 'High Protein']","['Sunny', 'Motivated', 'Calm']",63.3,75.5,3.8,Western trade identify sell keep avoid trip dark born month conference worker.
food_000453,Herbed Healthy Bowls,Peruvian,Wraps,Northeast India,Christmas,Seasonal,low,580,27.5,34.0,41.0,['fish'],"['Halal', 'Low Sodium']","['Peaceful', 'Comfort', 'Sunny']",91.9,56.2,4.3,Smile administration focus decision wife act he young marriage hot late how.
food_000454,Roasted Smoothies,Indonesian,Beverages,Telangana,Monsoon,Cool,premium,771,33.2,1.7,155.7,['celery'],"['Keto', 'High Protein', 'Kosher']","['Relaxed', 'Comforting', 'Romantic']",67.4,96.2,4.6,Effect water against individual low build above hit report fact history meet value wife put street.
food_000455,Sambar Salad,Vietnamese,Rice Dishes,Central India,Christmas,Thunderstorm,premium,839,26.1,21.3,135.7,"['garlic', 'hazelnut']","['Halal', 'Vegan']","['Focused', 'Cozy', 'Spicy']",68.9,89.5,4.7,Television agent almost arrive customer purpose purpose guess stand generation feeling Mr institution begin star speech by me positive.
food_000456,Fresh Appetizers,Lebanese,Juices,Odisha,Thanksgiving,Rainy,medium,120,6.6,17.4,0.0,"['sesame', 'corn']","['Dairy-Free', 'Kosher']","['Comfort', 'Spicy', 'Festive']",92.1,70.8,3.6,Strategy assume two reality organization whose father expert produce avoid least bad mind set note live throw.
food_000457,Grilled Dinner,German,Lunch,Sikkim,Christmas,Stormy,low,627,5.6,25.6,93.5,"['lupin', 'nightshades']","['High Protein', 'Heart-Healthy', 'Pescatarian']","['Peaceful', 'Sweet', 'Motivated']",67.8,82.2,3.2,Particularly suddenly per against bank agent ability military great cup set yard hundred money remain operation.
food_000458,Creamy Smoothies,German,Dinner,Andhra Pradesh,Citrus Season,Cool,high,102,9.0,26.3,0.0,[],"['Keto', 'Kosher']","['Social', 'Sweet', 'Festive']",84.4,86.0,4.2,Fire include woman this situation study market whose issue sit thousand letter skill.
food_000459,Roasted Grills,American Comfort,Fermented,Telangana,Valentine,Humid,high,767,3.7,14.3,155.9,[],"['Low Sugar', 'Vegetarian']","['Cozy', 'Adventurous', 'Festive']",60.1,62.8,3.9,Remember war central every dog scientist somebody play go send pattern end four region sense together.
food_000460,Golden Wraps,Mediterranean,Pasta,Himachal Pradesh,Berry Season,Breezy,medium,730,24.6,19.2,114.7,"['sulphites', 'lupin']","['Paleo', 'High Protein']","['Happy', 'Social', 'Spicy']",74.6,75.5,4.3,Include senior responsibility scientist husband lead interesting me woman president.
food_000461,Roasted Appetizers,Thai,Dinner,Tamil Nadu,Summer Vacation,Cold,premium,848,14.0,23.8,144.4,['sesame oil'],"['Pescatarian', 'Low Sugar']","['Comfort', 'Nostalgic', 'Spicy']",78.1,56.3,5.0,Always oil single learn half laugh radio reach set behind series southern feeling view weight way.
food_000462,Biryani Platter,American Comfort,Snacks,Jammu & Kashmir,Diwali,Humid,premium,643,17.5,26.4,83.8,"['lupin', 'cashew']",['Nut-Free'],"['Peaceful', 'Spicy', 'Sweet']",76.8,73.0,3.5,Doctor American cultural husband study else event couple.
food_000463,Fresh Rice Dishes,Japanese,Appetizers,Karnataka,Cold Weather,Warm,premium,256,28.0,3.9,27.2,"['corn', 'shellfish', 'cashew']",['High Protein'],"['Adventurous', 'Peaceful', 'Relaxed']",67.2,79.9,4.9,Best action role start will ready art compare decade power.
food_000464,Zesty Grills,South Indian,Juices,Northeast India,Citrus Season,Misty,medium,277,34.3,6.1,21.2,['garlic'],"['Low Sugar', 'Low Sodium', 'Gluten-Free']","['Nostalgic', 'Relaxed', 'Comfort']",91.4,70.9,4.2,Ability owner central hope tough various relationship finish person.
food_000465,Smoked Sandwiches,Indonesian,Snacks,Northeast India,Navratri,Humid,premium,819,38.6,0.7,164.6,"['celery', 'egg', 'corn']","['Keto', 'Halal']","['Savory', 'Spicy', 'Comfort']",80.9,56.4,4.0,Dinner my if subject she piece writer might enter attack.
food_000466,Creamy Plant-based,Thai,Smoothies,East India,Summer Vacation,Breezy,premium,207,5.9,29.7,0.0,[],"['Low Sodium', 'Diabetes-Friendly', 'Low Sugar']","['Cheerful', 'Adventurous', 'Calm']",75.7,87.6,3.4,Produce word floor program common risk season third company beat foot these culture environmental assume against should down.
food_000467,Citrus Plant-based,Nordic,Main Course,Andhra Pradesh,Diwali,Breezy,high,541,28.6,20.1,61.4,['onion'],"['Vegetarian', 'Keto']","['Comforting', 'Sweet', 'Savory']",85.4,80.6,3.6,Court answer win between home million senior machine dog issue Republican stop respond democratic front simply during return him.
food_000468,Golden Appetizers,East Asian,Juices,East India,Monsoon,Snowy,premium,473,11.8,8.4,87.5,['wheat'],['Low Carb'],"['Comforting', 'Peaceful', 'Sweet']",75.9,91.6,4.0,Of including citizen military understand could whom sometimes bad fear you away responsibility individual this.
food_000469,Sambar Platter,Japanese,Seafood,South India,Festive,Heatwave,low,94,27.4,2.7,0.0,['sesame'],"['Keto', 'Nut-Free', 'Diabetes-Friendly']","['Comforting', 'Happy', 'Motivated']",55.9,64.7,4.7,Along similar low last recently value hold those almost establish treat choose describe already suggest.
food_000470,Zesty Dinner,North Indian,Smoothies,South India,Autumn,Warm,medium,357,23.0,18.9,23.7,[],"['High Protein', 'Keto']","['Festive', 'Focused', 'Calm']",91.2,86.9,4.4,Power three test quite message best fall treatment indicate religious hot.
food_000471,Roasted Lunch,German,Dessertbites,Bengal,Monsoon,Heatwave,low,292,10.6,20.7,15.8,[],"['Gluten-Free', 'Keto']","['Happy', 'Romantic', 'Motivated']",69.6,80.0,4.0,Just him far six in pass peace whatever scene past among follow either worry go product.
food_000472,Golden Plant-based,Mexican,Snacks,North India,Back to School,Dry,high,730,25.3,16.2,120.8,"['garlic', 'cashew']",['Nut-Free'],"['Peaceful', 'Happy', 'Savory']",85.0,55.0,4.9,Drive take several rock there mother report media visit according describe none factor.
food_000473,Fresh Breakfast,French,Rice Dishes,Odisha,Autumn,Humid,low,406,35.9,18.1,24.9,"['almond', 'mustard', 'peanuts']","['Nut-Free', 'Diabetes-Friendly']","['Spicy', 'Focused', 'Social']",54.5,76.3,4.5,Husband commercial rather health not national type decision.
food_000474,Citrus Beverages,French,Pasta,Tamil Nadu,Warm Weather,Snowy,high,276,31.1,27.6,0.0,['sulphites'],"['Diabetes-Friendly', 'Nut-Free', 'Dairy-Free']","['Cozy', 'Festive', 'Calm']",77.3,91.7,3.9,School financial sing majority threat another couple half development certain door public discover.
food_000475,Golden Smoothies,German,Street Food,Odisha,Diwali,Thunderstorm,high,507,2.2,32.9,50.5,['nightshades'],"['Vegetarian', 'Pescatarian']","['Social', 'Savory', 'Festive']",66.7,57.4,4.7,Book why power free picture easy low others technology successful away Republican born benefit argue animal call technology chance.
food_000476,Masala Wrap,Australian,Salads,Northeast India,Summer Vacation,Breezy,premium,244,14.4,17.0,8.4,[],"['Kosher', 'Halal', 'Heart-Healthy']","['Happy', 'Calm', 'Festive']",69.9,86.0,3.1,Real our up provide knowledge trial gun station seat keep detail sell continue piece.
food_000477,Grilled Desserts,East Asian,Juices,Bengal,Navratri,Thunderstorm,premium,683,13.4,7.4,140.7,"['yeast', 'onion']","['Vegetarian', 'Gluten-Free']","['Relaxed', 'Cheerful', 'Comforting']",58.0,58.8,4.5,Try according character question business movie glass during clearly easy soldier president.
food_000478,Grilled Snacks,British,Main Course,Uttar Pradesh,Berry Season,Sunny,high,737,17.6,14.2,134.7,[],"['Halal', 'Vegetarian', 'Dairy-Free']","['Cozy', 'Energized', 'Peaceful']",47.5,75.9,4.6,Half country leg yeah large follow each scientist western attention.
food_000479,Zesty Dinner,Spanish,Fermented,Gujarat,Cold Weather,Humid,premium,667,37.1,21.5,81.3,"['sesame', 'nightshades', 'tree nuts']","['Nut-Free', 'Vegan', 'Gluten-Free']","['Sweet', 'Cheerful', 'Motivated']",84.9,97.7,4.8,Single billion guy cause whom with hair whom coach put catch explain little seem.
food_000480,Golden Bread,Caribbean,Wraps,Kerala,Valentine,Stormy,medium,414,22.2,23.0,29.5,"['hazelnut', 'wheat']",['Low Sugar'],"['Adventurous', 'Social', 'Nostalgic']",88.5,63.6,3.2,Paper experience husband food sort manage million environment smile better.
food_000481,Roasted Beverages,Peruvian,Street Food,Maharashtra,Harvest,Dry,premium,514,39.7,8.5,69.7,[],['Heart-Healthy'],"['Romantic', 'Sunny', 'Comfort']",85.9,94.6,4.7,Recognize know serious past local purpose far street stage Congress page sense line time capital reason.
